x Distance [mm]	Height [cm]
 1084.720 	 6.689 
 1084.905 	 6.691 
 1085.095 	 6.694 
 1085.280 	 6.695 
 1085.470 	 6.698 
 1085.660 	 6.696 
 1085.845 	 6.698 
 1086.035 	 6.693 
 1086.220 	 6.691 
 1086.410 	 6.696 
 1086.600 	 6.699 
 1086.785 	 6.697 
 1086.975 	 6.696 
 1087.160 	 6.700 
 1087.350 	 6.704 
 1087.540 	 6.704 
 1087.725 	 6.704 
 1087.915 	 6.704 
 1088.100 	 6.706 
 1088.290 	 6.709 
 1088.480 	 6.709 
 1088.665 	 6.707 
 1088.855 	 6.704 
 1089.040 	 6.706 
 1089.230 	 6.709 
 1089.420 	 6.709 
 1089.605 	 6.707 
 1089.795 	 6.706 
 1089.980 	 6.707 
 1090.170 	 6.704 
 1090.360 	 6.704 
 1090.545 	 6.706 
 1090.735 	 6.709 
 1090.920 	 6.707 
 1091.110 	 6.704 
 1091.300 	 6.704 
 1091.485 	 6.706 
 1091.675 	 6.709 
 1091.860 	 6.709 
 1092.050 	 6.709 
 1092.240 	 6.709 
 1092.425 	 6.709 
 1092.615 	 6.709 
 1092.800 	 6.711 
 1092.990 	 6.714 
 1093.180 	 6.715 
 1093.365 	 6.718 
 1093.555 	 6.712 
 1093.740 	 6.709 
 1093.930 	 6.710 
 1094.120 	 6.714 
 1094.305 	 6.712 
 1094.495 	 6.709 
 1094.680 	 6.711 
 1094.870 	 6.715 
 1095.060 	 6.719 
 1095.245 	 6.717 
 1095.435 	 6.715 
 1095.620 	 6.718 
 1095.810 	 6.716 
 1096.000 	 6.718 
 1096.185 	 6.715 
 1096.375 	 6.719 
 1096.560 	 6.720 
 1096.750 	 6.724 
 1096.940 	 6.724 
 1097.125 	 6.725 
 1097.315 	 6.727 
 1097.500 	 6.725 
 1097.690 	 6.727 
 1097.880 	 6.725 
 1098.065 	 6.730 
 1098.255 	 6.731 
 1098.440 	 6.724 
 1098.630 	 6.725 
 1098.820 	 6.729 
 1099.005 	 6.730 
 1099.195 	 6.731 
 1099.380 	 6.722 
 1099.570 	 6.720 
 1099.760 	 6.724 
 1099.945 	 6.725 
 1100.135 	 6.727 
 1100.320 	 6.726 
 1100.510 	 6.733 
 1100.700 	 6.733 
 1100.885 	 6.732 
 1101.075 	 6.730 
 1101.260 	 6.732 
 1101.450 	 6.729 
 1101.640 	 6.729 
 1101.825 	 6.730 
 1102.015 	 6.733 
 1102.200 	 6.733 
 1102.390 	 6.732 
 1102.580 	 6.729 
 1102.765 	 6.729 
 1102.955 	 6.727 
 1103.140 	 6.725 
 1103.330 	 6.727 
 1103.520 	 6.725 
 1103.705 	 6.727 
 1103.895 	 6.725 
 1104.080 	 6.727 
 1104.270 	 6.725 
 1104.460 	 6.729 
 1104.645 	 6.730 
 1104.835 	 6.731 
 1105.020 	 6.726 
 1105.210 	 6.726 
 1105.400 	 6.730 
 1105.585 	 6.732 
 1105.775 	 6.730 
 1105.960 	 6.732 
 1106.150 	 6.730 
 1106.340 	 6.732 
 1106.525 	 6.729 
 1106.715 	 6.731 
 1106.900 	 6.733 
 1107.090 	 6.735 
 1107.280 	 6.737 
 1107.465 	 6.735 
 1107.655 	 6.738 
 1107.840 	 6.738 
 1108.030 	 6.740 
 1108.220 	 6.743 
 1108.405 	 6.745 
 1108.595 	 6.746 
 1108.780 	 6.743 
 1108.970 	 6.745 
 1109.160 	 6.748 
 1109.345 	 6.750 
 1109.535 	 6.751 
 1109.720 	 6.749 
 1109.910 	 6.751 
 1110.100 	 6.752 
 1110.285 	 6.757 
 1110.475 	 6.753 
 1110.660 	 6.753 
 1110.850 	 6.753 
 1111.040 	 6.753 
 1111.225 	 6.750 
 1111.415 	 6.752 
 1111.600 	 6.756 
 1111.790 	 6.753 
 1111.980 	 6.757 
 1112.165 	 6.760 
 1112.355 	 6.754 
 1112.540 	 6.758 
 1112.730 	 6.761 
 1112.920 	 6.760 
 1113.105 	 6.763 
 1113.295 	 6.763 
 1113.480 	 6.763 
 1113.670 	 6.763 
 1113.860 	 6.763 
 1114.045 	 6.763 
 1114.235 	 6.765 
 1114.420 	 6.768 
 1114.610 	 6.768 
 1114.800 	 6.768 
 1114.985 	 6.765 
 1115.175 	 6.767 
 1115.360 	 6.770 
 1115.550 	 6.764 
 1115.740 	 6.769 
 1115.925 	 6.772 
 1116.115 	 6.772 
 1116.300 	 6.770 
 1116.490 	 6.768 
 1116.680 	 6.768 
 1116.865 	 6.770 
 1117.055 	 6.772 
 1117.240 	 6.772 
 1117.430 	 6.776 
 1117.620 	 6.777 
 1117.805 	 6.777 
 1117.995 	 6.775 
 1118.180 	 6.772 
 1118.370 	 6.775 
 1118.560 	 6.777 
 1118.745 	 6.780 
 1118.935 	 6.779 
 1119.120 	 6.777 
 1119.310 	 6.777 
 1119.500 	 6.777 
 1119.685 	 6.777 
 1119.875 	 6.780 
 1120.060 	 6.782 
 1120.250 	 6.780 
 1120.440 	 6.780 
 1120.625 	 6.785 
 1120.815 	 6.787 
 1121.000 	 6.787 
 1121.190 	 6.787 
 1121.380 	 6.785 
 1121.565 	 6.782 
 1121.755 	 6.785 
 1121.940 	 6.787 
 1122.130 	 6.784 
 1122.320 	 6.782 
 1122.505 	 6.785 
 1122.695 	 6.785 
 1122.880 	 6.785 
 1123.070 	 6.787 
 1123.260 	 6.784 
 1123.445 	 6.779 
 1123.635 	 6.783 
 1123.820 	 6.790 
 1124.010 	 6.792 
 1124.200 	 6.789 
 1124.385 	 6.787 
 1124.575 	 6.787 
 1124.760 	 6.787 
 1124.950 	 6.790 
 1125.140 	 6.795 
 1125.325 	 6.797 
 1125.515 	 6.797 
 1125.700 	 6.794 
 1125.890 	 6.795 
 1126.080 	 6.800 
 1126.265 	 6.799 
 1126.455 	 6.797 
 1126.640 	 6.797 
 1126.830 	 6.797 
 1127.020 	 6.797 
 1127.205 	 6.800 
 1127.395 	 6.802 
 1127.580 	 6.799 
 1127.770 	 6.800 
 1127.960 	 6.802 
 1128.145 	 6.802 
 1128.335 	 6.805 
 1128.520 	 6.804 
 1128.710 	 6.804 
 1128.900 	 6.807 
 1129.085 	 6.804 
 1129.275 	 6.804 
 1129.460 	 6.809 
 1129.650 	 6.809 
 1129.840 	 6.809 
 1130.025 	 6.812 
 1130.215 	 6.812 
 1130.400 	 6.812 
 1130.590 	 6.812 
 1130.780 	 6.812 
 1130.965 	 6.812 
 1131.155 	 6.817 
 1131.340 	 6.821 
 1131.530 	 6.819 
 1131.720 	 6.816 
 1131.905 	 6.819 
 1132.095 	 6.819 
 1132.280 	 6.816 
 1132.470 	 6.819 
 1132.660 	 6.824 
 1132.845 	 6.823 
 1133.035 	 6.821 
 1133.220 	 6.821 
 1133.410 	 6.818 
 1133.600 	 6.816 
 1133.785 	 6.819 
 1133.975 	 6.819 
 1134.160 	 6.816 
 1134.350 	 6.816 
 1134.540 	 6.811 
 1134.725 	 6.809 
 1134.915 	 6.814 
 1135.100 	 6.816 
 1135.290 	 6.818 
 1135.480 	 6.825 
 1135.665 	 6.831 
 1135.855 	 6.829 
 1136.040 	 6.826 
 1136.230 	 6.828 
 1136.420 	 6.829 
 1136.605 	 6.826 
 1136.795 	 6.826 
 1136.980 	 6.826 
 1137.170 	 6.829 
 1137.360 	 6.829 
 1137.545 	 6.826 
 1137.735 	 6.824 
 1137.920 	 6.823 
 1138.110 	 6.826 
 1138.300 	 6.826 
 1138.485 	 6.826 
 1138.675 	 6.829 
 1138.860 	 6.833 
 1139.050 	 6.834 
 1139.240 	 6.834 
 1139.425 	 6.836 
 1139.615 	 6.836 
 1139.800 	 6.836 
 1139.990 	 6.838 
 1140.180 	 6.839 
 1140.365 	 6.836 
 1140.555 	 6.833 
 1140.740 	 6.831 
 1140.930 	 6.834 
 1141.120 	 6.833 
 1141.305 	 6.833 
 1141.495 	 6.841 
 1141.680 	 6.843 
 1141.870 	 6.841 
 1142.060 	 6.841 
 1142.245 	 6.841 
 1142.435 	 6.843 
 1142.620 	 6.846 
 1142.810 	 6.844 
 1143.000 	 6.843 
 1143.185 	 6.846 
 1143.375 	 6.843 
 1143.560 	 6.844 
 1143.750 	 6.849 
 1143.940 	 6.851 
 1144.125 	 6.855 
 1144.315 	 6.858 
 1144.500 	 6.855 
 1144.690 	 6.855 
 1144.880 	 6.855 
 1145.065 	 6.855 
 1145.255 	 6.858 
 1145.440 	 6.860 
 1145.630 	 6.863 
 1145.820 	 6.863 
 1146.005 	 6.860 
 1146.195 	 6.860 
 1146.380 	 6.858 
 1146.570 	 6.858 
 1146.760 	 6.860 
 1146.945 	 6.860 
 1147.135 	 6.860 
 1147.320 	 6.860 
 1147.510 	 6.860 
 1147.700 	 6.863 
 1147.885 	 6.865 
 1148.075 	 6.865 
 1148.260 	 6.867 
 1148.450 	 6.868 
 1148.640 	 6.865 
 1148.825 	 6.865 
 1149.015 	 6.868 
 1149.200 	 6.865 
 1149.390 	 6.858 
 1149.580 	 6.858 
 1149.765 	 6.863 
 1149.955 	 6.863 
 1150.140 	 6.860 
 1150.330 	 6.860 
 1150.520 	 6.860 
 1150.705 	 6.860 
 1150.895 	 6.863 
 1151.080 	 6.865 
 1151.270 	 6.865 
 1151.460 	 6.865 
 1151.645 	 6.865 
 1151.835 	 6.865 
 1152.020 	 6.865 
 1152.210 	 6.868 
 1152.400 	 6.870 
 1152.585 	 6.868 
 1152.775 	 6.865 
 1152.960 	 6.865 
 1153.150 	 6.867 
 1153.340 	 6.870 
 1153.525 	 6.867 
 1153.715 	 6.868 
 1153.900 	 6.870 
 1154.090 	 6.873 
 1154.280 	 6.875 
 1154.465 	 6.873 
 1154.655 	 6.870 
 1154.840 	 6.870 
 1155.030 	 6.870 
 1155.220 	 6.870 
 1155.405 	 6.867 
 1155.595 	 6.868 
 1155.780 	 6.870 
 1155.970 	 6.876 
 1156.160 	 6.877 
 1156.345 	 6.872 
 1156.535 	 6.873 
 1156.720 	 6.875 
 1156.910 	 6.872 
 1157.100 	 6.873 
 1157.285 	 6.875 
 1157.475 	 6.872 
 1157.660 	 6.870 
 1157.850 	 6.873 
 1158.040 	 6.872 
 1158.225 	 6.873 
 1158.415 	 6.875 
 1158.600 	 6.878 
 1158.790 	 6.880 
 1158.980 	 6.877 
 1159.165 	 6.875 
 1159.355 	 6.875 
 1159.540 	 6.875 
 1159.730 	 6.875 
 1159.920 	 6.872 
 1160.105 	 6.873 
 1160.295 	 6.878 
 1160.480 	 6.880 
 1160.670 	 6.883 
 1160.860 	 6.881 
 1161.045 	 6.880 
 1161.235 	 6.880 
 1161.420 	 6.883 
 1161.610 	 6.885 
 1161.800 	 6.888 
 1161.985 	 6.886 
 1162.175 	 6.885 
 1162.360 	 6.889 
 1162.550 	 6.883 
 1162.740 	 6.883 
 1162.925 	 6.885 
 1163.115 	 6.885 
 1163.300 	 6.885 
 1163.490 	 6.888 
 1163.680 	 6.886 
 1163.865 	 6.885 
 1164.055 	 6.885 
 1164.240 	 6.888 
 1164.430 	 6.890 
 1164.620 	 6.890 
 1164.805 	 6.893 
 1164.995 	 6.892 
 1165.180 	 6.890 
 1165.370 	 6.886 
 1165.560 	 6.885 
 1165.745 	 6.888 
 1165.935 	 6.887 
 1166.120 	 6.888 
 1166.310 	 6.887 
 1166.500 	 6.888 
 1166.685 	 6.893 
 1166.875 	 6.895 
 1167.060 	 6.889 
 1167.250 	 6.888 
 1167.440 	 6.890 
 1167.625 	 6.890 
 1167.815 	 6.893 
 1168.000 	 6.895 
 1168.190 	 6.895 
 1168.380 	 6.891 
 1168.565 	 6.892 
 1168.755 	 6.895 
 1168.940 	 6.898 
 1169.130 	 6.894 
 1169.320 	 6.896 
 1169.505 	 6.896 
 1169.695 	 6.897 
 1169.880 	 6.897 
 1170.070 	 6.898 
 1170.260 	 6.899 
 1170.445 	 6.896 
 1170.635 	 6.891 
 1170.820 	 6.892 
 1171.010 	 6.895 
 1171.200 	 6.895 
 1171.385 	 6.897 
 1171.575 	 6.894 
 1171.760 	 6.893 
 1171.950 	 6.895 
 1172.140 	 6.895 
 1172.325 	 6.895 
 1172.515 	 6.892 
 1172.700 	 6.890 
 1172.890 	 6.890 
 1173.080 	 6.887 
 1173.265 	 6.885 
 1173.455 	 6.888 
 1173.640 	 6.890 
 1173.830 	 6.887 
 1174.020 	 6.885 
 1174.205 	 6.888 
 1174.395 	 6.887 
 1174.580 	 6.888 
 1174.770 	 6.887 
 1174.960 	 6.888 
 1175.145 	 6.887 
 1175.335 	 6.885 
 1175.520 	 6.885 
 1175.710 	 6.885 
 1175.900 	 6.881 
 1176.085 	 6.883 
 1176.275 	 6.885 
 1176.460 	 6.882 
 1176.650 	 6.883 
 1176.840 	 6.885 
 1177.025 	 6.885 
 1177.215 	 6.881 
 1177.400 	 6.880 
 1177.590 	 6.880 
 1177.780 	 6.880 
 1177.965 	 6.883 
 1178.155 	 6.885 
 1178.340 	 6.888 
 1178.530 	 6.890 
 1178.720 	 6.890 
 1178.905 	 6.893 
 1179.095 	 6.895 
 1179.280 	 6.898 
 1179.470 	 6.899 
 1179.660 	 6.903 
 1179.845 	 6.904 
 1180.035 	 6.904 
 1180.220 	 6.907 
 1180.410 	 6.909 
 1180.600 	 6.906 
 1180.785 	 6.907 
 1180.975 	 6.909 
 1181.160 	 6.913 
 1181.350 	 6.911 
 1181.540 	 6.906 
 1181.725 	 6.904 
 1181.915 	 6.908 
 1182.100 	 6.909 
 1182.290 	 6.909 
 1182.480 	 6.913 
 1182.665 	 6.914 
 1182.855 	 6.914 
 1183.040 	 6.914 
 1183.230 	 6.914 
 1183.420 	 6.914 
 1183.605 	 6.917 
 1183.795 	 6.919 
 1183.980 	 6.919 
 1184.170 	 6.919 
 1184.360 	 6.919 
 1184.545 	 6.919 
 1184.735 	 6.915 
 1184.920 	 6.920 
 1185.110 	 6.921 
 1185.300 	 6.922 
 1185.485 	 6.920 
 1185.675 	 6.919 
 1185.860 	 6.919 
 1186.050 	 6.922 
 1186.240 	 6.924 
 1186.425 	 6.927 
 1186.615 	 6.925 
 1186.800 	 6.924 
 1186.990 	 6.924 
 1187.180 	 6.924 
 1187.365 	 6.924 
 1187.555 	 6.924 
 1187.740 	 6.927 
 1187.930 	 6.926 
 1188.120 	 6.924 
 1188.305 	 6.927 
 1188.495 	 6.925 
 1188.680 	 6.924 
 1188.870 	 6.927 
 1189.060 	 6.926 
 1189.245 	 6.924 
 1189.435 	 6.920 
 1189.620 	 6.926 
 1189.810 	 6.929 
 1190.000 	 6.929 
 1190.185 	 6.929 
 1190.375 	 6.929 
 1190.560 	 6.929 
 1190.750 	 6.929 
 1190.940 	 6.929 
 1191.125 	 6.929 
 1191.315 	 6.929 
 1191.500 	 6.932 
 1191.690 	 6.934 
 1191.880 	 6.930 
 1192.065 	 6.929 
 1192.255 	 6.929 
 1192.440 	 6.929 
 1192.630 	 6.929 
 1192.820 	 6.936 
 1193.005 	 6.935 
 1193.195 	 6.938 
 1193.380 	 6.935 
 1193.570 	 6.934 
 1193.760 	 6.938 
 1193.945 	 6.934 
 1194.135 	 6.938 
 1194.320 	 6.942 
 1194.510 	 6.943 
 1194.700 	 6.939 
 1194.885 	 6.938 
 1195.075 	 6.942 
 1195.260 	 6.939 
 1195.450 	 6.938 
 1195.640 	 6.942 
 1195.825 	 6.943 
 1196.015 	 6.943 
 1196.200 	 6.947 
 1196.390 	 6.943 
 1196.580 	 6.943 
 1196.765 	 6.943 
 1196.955 	 6.943 
 1197.140 	 6.943 
 1197.330 	 6.943 
 1197.520 	 6.939 
 1197.705 	 6.943 
 1197.895 	 6.939 
 1198.080 	 6.942 
 1198.270 	 6.947 
 1198.460 	 6.944 
 1198.645 	 6.947 
 1198.835 	 6.945 
 1199.020 	 6.947 
 1199.210 	 6.953 
 1199.400 	 6.949 
 1199.585 	 6.948 
 1199.775 	 6.948 
 1199.960 	 6.948 
 1200.150 	 6.948 
 1200.340 	 6.952 
 1200.525 	 6.957 
 1200.715 	 6.954 
 1200.900 	 6.957 
 1201.090 	 6.961 
 1201.280 	 6.963 
 1201.465 	 6.956 
 1201.655 	 6.957 
 1201.840 	 6.958 
 1202.030 	 6.962 
 1202.220 	 6.959 
 1202.405 	 6.958 
 1202.595 	 6.954 
 1202.780 	 6.957 
 1202.970 	 6.954 
 1203.160 	 6.964 
 1203.345 	 6.964 
 1203.535 	 6.966 
 1203.720 	 6.968 
 1203.910 	 6.968 
 1204.100 	 6.964 
 1204.285 	 6.959 
 1204.475 	 6.962 
 1204.660 	 6.963 
 1204.850 	 6.963 
 1205.040 	 6.963 
 1205.225 	 6.963 
 1205.415 	 6.963 
 1205.600 	 6.963 
 1205.790 	 6.971 
 1205.980 	 6.969 
 1206.165 	 6.968 
 1206.355 	 6.972 
 1206.540 	 6.969 
 1206.730 	 6.968 
 1206.920 	 6.968 
 1207.105 	 6.972 
 1207.295 	 6.973 
 1207.480 	 6.973 
 1207.670 	 6.973 
 1207.860 	 6.973 
 1208.045 	 6.973 
 1208.235 	 6.976 
 1208.420 	 6.978 
 1208.610 	 6.978 
 1208.800 	 6.978 
 1208.985 	 6.978 
 1209.175 	 6.974 
 1209.360 	 6.980 
 1209.550 	 6.986 
 1209.740 	 6.980 
 1209.925 	 6.985 
 1210.115 	 6.983 
 1210.300 	 6.978 
 1210.490 	 6.981 
 1210.680 	 6.986 
 1210.865 	 6.983 
 1211.055 	 6.982 
 1211.240 	 6.982 
 1211.430 	 6.986 
 1211.620 	 6.987 
 1211.805 	 6.987 
 1211.995 	 6.987 
 1212.180 	 6.983 
 1212.370 	 6.990 
 1212.560 	 6.988 
 1212.745 	 6.987 
 1212.935 	 6.991 
 1213.120 	 6.984 
 1213.310 	 6.991 
 1213.500 	 6.989 
 1213.685 	 6.987 
 1213.875 	 6.987 
 1214.060 	 6.987 
 1214.250 	 6.987 
 1214.440 	 6.987 
 1214.625 	 6.987 
 1214.815 	 6.987 
 1215.000 	 6.987 
 1215.190 	 6.991 
 1215.380 	 6.988 
 1215.565 	 6.987 
 1215.755 	 6.987 
 1215.940 	 6.987 
 1216.130 	 6.995 
 1216.320 	 6.993 
 1216.505 	 6.992 
 1216.695 	 6.992 
 1216.880 	 6.992 
 1217.070 	 6.984 
 1217.260 	 6.986 
 1217.445 	 6.991 
 1217.635 	 6.996 
 1217.820 	 6.993 
 1218.010 	 6.992 
 1218.200 	 6.996 
 1218.385 	 6.993 
 1218.575 	 6.996 
 1218.760 	 6.997 
 1218.950 	 6.993 
 1219.140 	 6.996 
 1219.325 	 6.993 
 1219.515 	 6.996 
 1219.700 	 6.997 
 1219.890 	 6.997 
 1220.080 	 7.001 
 1220.265 	 6.993 
 1220.455 	 6.996 
 1220.640 	 7.001 
 1220.830 	 6.997 
 1221.020 	 7.001 
 1221.205 	 6.998 
 1221.395 	 6.997 
 1221.580 	 6.997 
 1221.770 	 6.993 
 1221.960 	 6.997 
 1222.145 	 6.997 
 1222.335 	 6.997 
 1222.520 	 6.997 
 1222.710 	 6.997 
 1222.900 	 6.997 
 1223.085 	 6.997 
 1223.275 	 6.997 
 1223.460 	 6.993 
 1223.650 	 7.000 
 1223.840 	 7.002 
 1224.025 	 6.998 
 1224.215 	 6.996 
 1224.400 	 6.989 
 1224.590 	 6.987 
 1224.780 	 6.996 
 1224.965 	 7.001 
 1225.155 	 6.998 
 1225.340 	 6.997 
 1225.530 	 7.001 
 1225.720 	 6.998 
 1225.905 	 7.002 
 1226.095 	 6.998 
 1226.280 	 6.997 
 1226.470 	 6.997 
 1226.660 	 7.001 
 1226.845 	 6.998 
 1227.035 	 6.997 
 1227.220 	 6.997 
 1227.410 	 6.993 
 1227.600 	 6.992 
 1227.785 	 6.996 
 1227.975 	 6.997 
 1228.160 	 7.002 
 1228.350 	 6.997 
 1228.540 	 6.997 
 1228.725 	 6.997 
 1228.915 	 6.997 
 1229.100 	 6.997 
 1229.290 	 6.993 
 1229.480 	 6.992 
 1229.665 	 6.988 
 1229.855 	 6.992 
 1230.040 	 6.997 
 1230.230 	 6.992 
 1230.420 	 6.992 
 1230.605 	 6.988 
 1230.795 	 6.992 
 1230.980 	 6.992 
 1231.170 	 6.992 
 1231.360 	 6.997 
 1231.545 	 6.993 
 1231.735 	 6.992 
 1231.920 	 6.988 
 1232.110 	 6.992 
 1232.300 	 6.988 
 1232.485 	 6.991 
 1232.675 	 6.987 
 1232.860 	 6.992 
 1233.050 	 6.992 
 1233.240 	 6.992 
 1233.425 	 6.988 
 1233.615 	 6.987 
 1233.800 	 6.987 
 1233.990 	 6.987 
 1234.180 	 6.987 
 1234.365 	 6.991 
 1234.555 	 6.988 
 1234.740 	 6.987 
 1234.930 	 6.987 
 1235.120 	 6.987 
 1235.305 	 6.987 
 1235.495 	 6.983 
 1235.680 	 6.987 
 1235.870 	 6.987 
 1236.060 	 6.987 
 1236.245 	 6.982 
 1236.435 	 6.987 
 1236.620 	 6.987 
 1236.810 	 6.987 
 1237.000 	 6.982 
 1237.185 	 6.987 
 1237.375 	 6.983 
 1237.560 	 6.982 
 1237.750 	 6.978 
 1237.940 	 6.982 
 1238.125 	 6.982 
 1238.315 	 6.982 
 1238.500 	 6.986 
 1238.690 	 6.983 
 1238.880 	 6.982 
 1239.065 	 6.982 
 1239.255 	 6.982 
 1239.440 	 6.982 
 1239.630 	 6.982 
 1239.820 	 6.982 
 1240.005 	 6.982 
 1240.195 	 6.982 
 1240.380 	 6.982 
 1240.570 	 6.982 
 1240.760 	 6.982 
 1240.945 	 6.982 
 1241.135 	 6.987 
 1241.320 	 6.983 
 1241.510 	 6.982 
 1241.700 	 6.982 
 1241.885 	 6.982 
 1242.075 	 6.982 
 1242.260 	 6.982 
 1242.450 	 6.987 
 1242.640 	 6.983 
 1242.825 	 6.982 
 1243.015 	 6.982 
 1243.200 	 6.982 
 1243.390 	 6.982 
 1243.580 	 6.982 
 1243.765 	 6.982 
 1243.955 	 6.982 
 1244.140 	 6.982 
 1244.330 	 6.978 
 1244.520 	 6.978 
 1244.705 	 6.978 
 1244.895 	 6.982 
 1245.080 	 6.978 
 1245.270 	 6.982 
 1245.460 	 6.973 
 1245.645 	 6.977 
 1245.835 	 6.981 
 1246.020 	 6.982 
 1246.210 	 6.982 
 1246.400 	 6.987 
 1246.585 	 6.983 
 1246.775 	 6.987 
 1246.960 	 6.987 
 1247.150 	 6.991 
 1247.340 	 6.988 
 1247.525 	 6.987 
 1247.715 	 6.991 
 1247.900 	 6.984 
 1248.090 	 6.987 
 1248.280 	 6.983 
 1248.465 	 6.987 
 1248.655 	 6.983 
 1248.840 	 6.982 
 1249.030 	 6.982 
 1249.220 	 6.987 
 1249.405 	 6.987 
 1249.595 	 6.983 
 1249.780 	 6.987 
 1249.970 	 6.982 
 1250.160 	 6.982 
 1250.345 	 6.987 
 1250.535 	 6.983 
 1250.720 	 6.992 
 1250.910 	 6.984 
 1251.100 	 6.987 
 1251.285 	 6.983 
 1251.475 	 6.987 
 1251.660 	 6.983 
 1251.850 	 6.982 
 1252.040 	 6.987 
 1252.225 	 6.982 
 1252.415 	 6.978 
 1252.600 	 6.978 
 1252.790 	 6.978 
 1252.980 	 6.978 
 1253.165 	 6.978 
 1253.355 	 6.982 
 1253.540 	 6.978 
 1253.730 	 6.982 
 1253.920 	 6.978 
 1254.105 	 6.978 
 1254.295 	 6.978 
 1254.480 	 6.973 
 1254.670 	 6.973 
 1254.860 	 6.982 
 1255.045 	 6.978 
 1255.235 	 6.973 
 1255.420 	 6.978 
 1255.610 	 6.978 
 1255.800 	 6.981 
 1255.985 	 6.978 
 1256.175 	 6.973 
 1256.360 	 6.977 
 1256.550 	 6.978 
 1256.740 	 6.982 
 1256.925 	 6.978 
 1257.115 	 6.982 
 1257.300 	 6.976 
 1257.490 	 6.973 
 1257.680 	 6.973 
 1257.865 	 6.973 
 1258.055 	 6.973 
 1258.240 	 6.973 
 1258.430 	 6.972 
 1258.620 	 6.968 
 1258.805 	 6.973 
 1258.995 	 6.977 
 1259.180 	 6.972 
 1259.370 	 6.968 
 1259.560 	 6.968 
 1259.745 	 6.968 
 1259.935 	 6.968 
 1260.120 	 6.968 
 1260.310 	 6.968 
 1260.500 	 6.967 
 1260.685 	 6.963 
 1260.875 	 6.962 
 1261.060 	 6.958 
 1261.250 	 6.957 
 1261.440 	 6.954 
 1261.625 	 6.958 
 1261.815 	 6.957 
 1262.000 	 6.953 
 1262.190 	 6.953 
 1262.380 	 6.949 
 1262.565 	 6.952 
 1262.755 	 6.949 
 1262.940 	 6.953 
 1263.130 	 6.953 
 1263.320 	 6.953 
 1263.505 	 6.948 
 1263.695 	 6.948 
 1263.880 	 6.948 
 1264.070 	 6.949 
 1264.260 	 6.952 
 1264.445 	 6.948 
 1264.635 	 6.948 
 1264.820 	 6.948 
 1265.010 	 6.948 
 1265.200 	 6.948 
 1265.385 	 6.948 
 1265.575 	 6.948 
 1265.760 	 6.948 
 1265.950 	 6.944 
 1266.140 	 6.948 
 1266.325 	 6.948 
 1266.515 	 6.948 
 1266.700 	 6.945 
 1266.890 	 6.948 
 1267.080 	 6.948 
 1267.265 	 6.938 
 1267.455 	 6.938 
 1267.640 	 6.939 
 1267.830 	 6.943 
 1268.020 	 6.943 
 1268.205 	 6.943 
 1268.395 	 6.938 
 1268.580 	 6.939 
 1268.770 	 6.948 
 1268.960 	 6.943 
 1269.145 	 6.943 
 1269.335 	 6.939 
 1269.520 	 6.944 
 1269.710 	 6.948 
 1269.900 	 6.943 
 1270.085 	 6.944 
 1270.275 	 6.948 
 1270.460 	 6.948 
 1270.650 	 6.944 
 1270.840 	 6.948 
 1271.025 	 6.944 
 1271.215 	 6.948 
 1271.400 	 6.949 
 1271.590 	 6.953 
 1271.780 	 6.943 
 1271.965 	 6.944 
 1272.155 	 6.948 
 1272.340 	 6.949 
 1272.530 	 6.953 
 1272.720 	 6.948 
 1272.905 	 6.948 
 1273.095 	 6.948 
 1273.280 	 6.944 
 1273.470 	 6.943 
 1273.660 	 6.943 
 1273.845 	 6.943 
 1274.035 	 6.943 
 1274.220 	 6.943 
 1274.410 	 6.943 
 1274.600 	 6.943 
 1274.785 	 6.942 
 1274.975 	 6.939 
 1275.160 	 6.943 
 1275.350 	 6.943 
 1275.540 	 6.943 
 1275.725 	 6.943 
 1275.915 	 6.944 
 1276.100 	 6.948 
 1276.290 	 6.943 
 1276.480 	 6.943 
 1276.665 	 6.943 
 1276.855 	 6.942 
 1277.040 	 6.935 
 1277.230 	 6.938 
 1277.420 	 6.938 
 1277.605 	 6.938 
 1277.795 	 6.938 
 1277.980 	 6.937 
 1278.170 	 6.934 
 1278.360 	 6.938 
 1278.545 	 6.934 
 1278.735 	 6.934 
 1278.920 	 6.938 
 1279.110 	 6.934 
 1279.300 	 6.934 
 1279.485 	 6.934 
 1279.675 	 6.938 
 1279.860 	 6.938 
 1280.050 	 6.938 
 1280.240 	 6.939 
 1280.425 	 6.942 
 1280.615 	 6.939 
 1280.800 	 6.943 
 1280.990 	 6.938 
 1281.180 	 6.933 
 1281.365 	 6.930 
 1281.555 	 6.933 
 1281.740 	 6.929 
 1281.930 	 6.933 
 1282.120 	 6.929 
 1282.305 	 6.929 
 1282.495 	 6.929 
 1282.680 	 6.930 
 1282.870 	 6.933 
 1283.060 	 6.929 
 1283.245 	 6.933 
 1283.435 	 6.930 
 1283.620 	 6.933 
 1283.810 	 6.930 
 1284.000 	 6.933 
 1284.185 	 6.929 
 1284.375 	 6.929 
 1284.560 	 6.929 
 1284.750 	 6.929 
 1284.940 	 6.929 
 1285.125 	 6.929 
 1285.315 	 6.933 
 1285.500 	 6.929 
 1285.690 	 6.930 
 1285.880 	 6.934 
 1286.065 	 6.933 
 1286.255 	 6.929 
 1286.440 	 6.933 
 1286.630 	 6.929 
